1,5/1/22,18.73
2,5/1/22,60.56
3,5/1/22,54.92
4,5/1/22,48.77
5,5/1/22,160.22
6,5/1/22,67.01
7,5/1/22,54.36
8,5/1/22,24.21
9,5/1/22,170.57
10,5/1/22,112.93
11,5/1/22,58.51
12,5/1/22,5.53
13,5/1/22,19.21
14,5/1/22,48.96
15,5/1/22,23.99
16,5/1/22,26.18
17,5/1/22,66.32
18,5/1/22,69.08
19,5/2/22,20.61
20,5/2/22,27.06
21,5/2/22,42.65
22,5/2/22,171.27
23,5/3/22,77.77
24,5/3/22,27.58
25,5/3/22,134.50
26,5/3/22,118.57
27,5/3/22,10.06
28,5/3/22,21.73
29,5/3/22,15.86
30,5/3/22,104.20
31,5/3/22,113.05
32,5/3/22,13.85
33,5/3/22,325.04
34,5/3/22,32.52
35,5/3/22,85.58
36,5/3/22,117.41
37,5/3/22,82.71
38,5/3/22,63.78
39,5/3/22,40.06
40,5/3/22,69.32
41,5/3/22,58.52
42,5/4/22,85.19
43,5/4/22,282.67
44,5/4/22,66.49
45,5/4/22,144.18
46,5/4/22,83.75
47,5/4/22,121.68
48,5/4/22,29.20
49,5/4/22,151.45
50,5/4/22,24.87
51,5/4/22,117.46
52,5/4/22,69.14
53,5/4/22,4.97
54,5/4/22,3.26
55,5/4/22,82.89
56,5/5/22,91.16
57,5/5/22,67.42
58,5/5/22,39.05
59,5/5/22,125.68
60,5/5/22,35.18
61,5/5/22,72.50
62,5/5/22,53.95
63,5/5/22,113.50
64,5/5/22,73.46
65,5/5/22,102.31
66,5/6/22,29.50
67,5/6/22,84.98
68,5/6/22,45.98
69,5/6/22,85.50
70,5/6/22,119.50
71,5/6/22,91.25
72,5/6/22,325.26
73,5/6/22,12.20
74,5/6/22,14.79
75,5/6/22,26.70
76,5/6/22,45.94
77,5/6/22,9.59
78,5/6/22,102.11
79,5/6/22,20.19
80,5/6/22,47.10
81,5/7/22,90.19
82,5/7/22,15.45
83,5/7/22,345.64
84,5/7/22,45.90
85,5/7/22,84.90
86,5/7/22,62.96
87,5/7/22,63.69
88,5/7/22,34.57
89,5/7/22,90.40
90,5/7/22,167.98
91,5/7/22,33.84
92,5/7/22,103.58
93,5/7/22,31.85
94,5/7/22,54.72
95,5/7/22,172.85
96,5/7/22,15.96
97,5/7/22,88.44
98,5/7/22,22.54
99,5/7/22,59.96
100,5/7/22,103.55
101,5/8/22,242.80
102,5/8/22,67.45
103,5/8/22,107.10
104,5/8/22,124.31
105,5/8/22,41.48
106,5/8/22,121.65
107,5/8/22,54.48
108,5/8/22,6.35
109,5/8/22,61.59
110,5/8/22,77.08
111,5/8/22,46.56
112,5/8/22,51.56
113,5/8/22,86.13
114,5/8/22,51.63
115,5/8/22,3.15
116,5/8/22,84.01
117,5/8/22,19.97
118,5/8/22,32.95
119,5/8/22,103.57
120,5/8/22,138.96
121,5/8/22,29.53
122,5/8/22,121.50
123,5/8/22,68.58
124,5/8/22,164.21
125,5/8/22,45.64
126,5/8/22,62.45
127,5/8/22,34.76
128,5/8/22,13.81
129,5/8/22,61.21
130,5/8/22,34.73
131,5/8/22,35.00
132,5/8/22,33.97
133,5/8/22,34.59
134,5/8/22,30.89
135,5/8/22,101.31
136,5/8/22,85.36
137,5/8/22,8.20
138,5/8/22,22.13
139,5/8/22,103.35
140,5/8/22,284.77
141,5/9/22,153.68
142,5/9/22,32.39
143,5/9/22,69.93
144,5/9/22,125.82
145,5/9/22,69.42
146,5/9/22,16.46
147,5/9/22,52.90
148,5/9/22,47.19
149,5/9/22,166.69
150,5/9/22,81.56
151,5/9/22,24.10
152,5/9/22,132.75
153,5/9/22,73.58
154,5/9/22,13.90
155,5/9/22,34.46
156,5/9/22,78.09
157,5/9/22,113.04
158,5/9/22,119.05
159,5/9/22,3.90
160,5/10/22,52.11
161,5/10/22,30.89
162,5/10/22,161.43
163,5/10/22,101.36
164,5/10/22,73.86
165,5/10/22,14.64
166,5/10/22,70.41
167,5/10/22,27.48
168,5/10/22,47.64
169,5/10/22,86.22
170,5/10/22,99.20
171,5/11/22,135.98
172,5/11/22,31.27
173,5/11/22,39.23
174,5/11/22,41.09
175,5/11/22,51.01
176,5/11/22,50.96
177,5/11/22,26.41
178,5/11/22,62.39
179,5/11/22,19.24
180,5/11/22,53.04
181,5/11/22,56.76
182,5/11/22,9.02
183,5/11/22,75.19
184,5/11/22,83.22
185,5/11/22,112.85
186,5/11/22,6.03
187,5/11/22,327.36
188,5/11/22,30.64
189,5/11/22,67.55
190,5/11/22,84.17
191,5/11/22,49.97
192,5/11/22,48.07
193,5/11/22,32.70
194,5/11/22,110.36
195,5/11/22,46.42
196,5/11/22,4.20
197,5/11/22,162.70
198,5/11/22,330.15
199,5/11/22,89.59
